Date,From Currency,To Currency,Rate
2020-02-18,USD,INR,71.5514053254
2020-02-18,USD,EUR,0.924556213
2020-02-18,USD,USD,1.0
2020-03-25,USD,GBP,0.8451371571
2020-03-25,USD,INR,76.3821926665
2020-03-25,USD,EUR,0.9236168837
2020-03-25,USD,USD,1.0
2020-01-29,USD,GBP,0.7688391964
2020-01-29,USD,INR,71.2817016635
2020-01-29,USD,EUR,0.909008272
2020-01-29,USD,USD,1.0
2019-10-16,USD,GBP,0.7851247166
2019-10-16,USD,INR,71.4448979592
2019-10-16,USD,EUR,0.9070294785
2019-10-16,USD,USD,1.0
2019-07-23,USD,GBP,0.8039917659
2019-07-23,USD,INR,68.9295623378
2019-07-23,USD,EUR,0.8950147677
2019-07-23,USD,USD,1.0
2020-03-13,USD,GBP,0.8021433718
2020-03-13,USD,INR,73.7360410663
2020-03-13,USD,EUR,0.9005763689
2020-03-13,USD,USD,1.0
2020-01-16,USD,GBP,0.7652430835
2020-01-16,USD,INR,70.9293580446
2020-01-16,USD,EUR,0.8953353031
2020-01-16,USD,USD,1.0
2019-09-30,USD,GBP,0.81341721
2019-09-30,USD,INR,70.8618789604
2019-09-30,USD,EUR,0.9183579759
2019-09-30,USD,USD,1.0
2020-04-27,USD,GBP,0.8041190564
2020-04-27,USD,INR,76.1329708809
2020-04-27,USD,EUR,0.9214891264
2020-04-27,USD,USD,1.0
2019-07-31,USD,GBP,0.8216572505
2019-07-31,USD,INR,68.7799300511
2019-07-31,USD,EUR,0.8967805578
2019-07-31,USD,USD,1.0
2019-06-24,USD,GBP,0.7843163068
2019-06-24,USD,INR,69.4106547306
2019-06-24,USD,EUR,0.8776549061
2019-06-24,USD,USD,1.0
2020-05-22,USD,GBP,0.8213774762
2020-05-22,USD,INR,75.8680300807
2020-05-22,USD,EUR,0.9170946442
2020-05-22,USD,USD,1.0
2019-09-11,USD,GBP,0.8100790693
2019-09-11,USD,INR,71.6822684722
2019-09-11,USD,EUR,0.9088430428
2019-09-11,USD,USD,1.0
2020-05-15,USD,GBP,0.8218003334
2020-05-15,USD,INR,75.9293387664
2020-05-15,USD,EUR,0.9260974254
2020-05-15,USD,USD,1.0
2019-12-03,USD,GBP,0.7695781772
2019-12-03,USD,INR,71.7460030711
2019-12-03,USD,EUR,0.9032607714
2019-12-03,USD,USD,1.0
2019-12-24,USD,GBP,0.7719584838
2019-12-24,USD,INR,71.2567689531
2019-12-24,USD,EUR,0.9025270758
2019-12-24,USD,USD,1.0
2019-09-06,USD,GBP,0.8128684139
2019-09-06,USD,INR,71.7153350866
2019-09-06,USD,EUR,0.9068649678
2019-09-06,USD,USD,1.0
2019-12-20,USD,GBP,0.7671713076
2019-12-20,USD,INR,71.1935658286
2019-12-20,USD,EUR,0.9011444535
2019-12-20,USD,USD,1.0
2019-08-15,USD,GBP,0.8238834081
2019-08-15,USD,INR,71.3188340807
2019-08-15,USD,EUR,0.8968609865
2019-08-15,USD,USD,1.0
2019-08-06,USD,GBP,0.8208635023
2019-08-06,USD,INR,70.8098685975
2019-08-06,USD,EUR,0.8938946992
2019-08-06,USD,USD,1.0
2019-10-14,USD,GBP,0.7975976793
2019-10-14,USD,INR,71.185295984
2019-10-14,USD,EUR,0.9065361255
2019-10-14,USD,USD,1.0
2020-04-22,USD,GBP,0.809054937
2020-04-22,USD,INR,76.5330818073
2020-04-22,USD,EUR,0.9202171713
2020-04-22,USD,USD,1.0
2020-03-20,USD,GBP,0.8501727842
2020-03-20,USD,INR,75.1517698702
2020-03-20,USD,EUR,0.9339684319
2020-03-20,USD,USD,1.0
2020-01-14,USD,GBP,0.7702923977
2020-01-14,USD,INR,70.8308591993
2020-01-14,USD,EUR,0.8996851102
2020-01-14,USD,USD,1.0
2020-01-10,USD,GBP,0.76467406
2020-01-10,USD,INR,70.9507708953
2020-01-10,USD,EUR,0.9016319538
2020-01-10,USD,USD,1.0
2019-06-10,USD,GBP,0.7897354216
2019-06-10,USD,INR,69.5907441819
2019-06-10,USD,EUR,0.8848774445
2019-06-10,USD,USD,1.0
2020-02-05,USD,GBP,0.7660709426
2020-02-05,USD,INR,71.1539508301
2020-02-05,USD,EUR,0.9071940488
2020-02-05,USD,USD,1.0
2019-11-14,USD,GBP,0.7787851232
2019-11-14,USD,INR,71.9287078294
2019-11-14,USD,EUR,0.9093389106
2019-11-14,USD,USD,1.0
2019-06-25,USD,GBP,0.7857832806
2019-06-25,USD,INR,69.3471197752
2019-06-25,USD,EUR,0.8781173165
2019-06-25,USD,USD,1.0
2019-09-19,USD,GBP,0.8017981386
2019-09-19,USD,INR,71.323303515
2019-09-19,USD,EUR,0.9035872413
2019-09-19,USD,USD,1.0
2019-07-03,USD,GBP,0.7947401045
2019-07-03,USD,INR,68.8453023997
2019-07-03,USD,EUR,0.8855042947
2019-07-03,USD,USD,1.0
2019-06-12,USD,GBP,0.7842886161
2019-06-12,USD,INR,69.3199682063
2019-06-12,USD,EUR,0.8831581736
2019-06-12,USD,USD,1.0
2019-06-06,USD,GBP,0.7860642642
2019-06-06,USD,INR,69.2508432452
2019-06-06,USD,EUR,0.8876264868
2019-06-06,USD,USD,1.0
2019-11-11,USD,GBP,0.7765872656
2019-11-11,USD,INR,71.5428856082
2019-11-11,USD,EUR,0.905715062
2019-11-11,USD,USD,1.0
2020-05-12,USD,GBP,0.8083717075
2020-05-12,USD,INR,75.1455148278
2020-05-12,USD,EUR,0.9209799226
2020-05-12,USD,USD,1.0
2020-03-23,USD,GBP,0.862190485
2020-03-23,USD,INR,76.1620142817
2020-03-23,USD,EUR,0.9273856997
2020-03-23,USD,USD,1.0
2019-08-21,USD,GBP,0.8244326369
2019-08-21,USD,INR,71.5647514409
2019-08-21,USD,EUR,0.9005763689
2019-08-21,USD,USD,1.0
2019-08-30,USD,GBP,0.8206324755
2019-08-30,USD,INR,71.4357557086
2019-08-30,USD,EUR,0.9061254078
2019-08-30,USD,USD,1.0
2019-12-19,USD,GBP,0.7652514167
2019-12-19,USD,INR,71.0911217055
2019-12-19,USD,EUR,0.8995232527
2019-12-19,USD,USD,1.0
2020-03-16,USD,GBP,0.8148964775
2020-03-16,USD,INR,74.2202204894
2020-03-16,USD,EUR,0.8962982881
2020-03-16,USD,USD,1.0
2019-09-03,USD,GBP,0.8309865594
2019-09-03,USD,INR,72.411995977
2019-09-03,USD,EUR,0.9143275121
2019-09-03,USD,USD,1.0
2019-10-23,USD,GBP,0.7768407804
2019-10-23,USD,INR,70.8662231412
2019-10-23,USD,EUR,0.8990380293
2019-10-23,USD,USD,1.0
2019-11-21,USD,GBP,0.7713281039
2019-11-21,USD,INR,71.7406004869
2019-11-21,USD,EUR,0.9016319538
2019-11-21,USD,USD,1.0
2020-01-28,USD,GBP,0.7687687415
2020-01-28,USD,INR,71.2898682417
2020-01-28,USD,EUR,0.9086778737
2020-01-28,USD,USD,1.0
2019-10-22,USD,GBP,0.7732704403
2019-10-22,USD,INR,70.9115004492
2019-10-22,USD,EUR,0.8984725966
2019-10-22,USD,USD,1.0
2019-08-13,USD,GBP,0.8272144003
2019-08-13,USD,INR,71.4547317769
2019-08-13,USD,EUR,0.8911067546
2019-08-13,USD,USD,1.0
2020-02-04,USD,GBP,0.7682838523
2020-02-04,USD,INR,71.245474294
2020-02-04,USD,EUR,0.905141202
2020-02-04,USD,USD,1.0
2019-09-02,USD,GBP,0.8280452225
2019-09-02,USD,INR,71.9292487236
2019-09-02,USD,EUR,0.9117432531
2019-09-02,USD,USD,1.0
2020-04-30,USD,GBP,0.7990529606
2020-04-30,USD,INR,75.0375137918
2020-04-30,USD,EUR,0.9194556822
2020-04-30,USD,USD,1.0
2019-09-24,USD,GBP,0.8011724075
2019-09-24,USD,INR,70.9474688721
2019-09-24,USD,EUR,0.9088430428
2019-09-24,USD,USD,1.0
2020-05-29,USD,GBP,0.8089798851
2020-05-29,USD,INR,75.5230783046
2020-05-29,USD,EUR,0.8979885057
2020-05-29,USD,USD,1.0
2020-05-26,USD,GBP,0.8098223235
2020-05-26,USD,INR,75.5599088838
2020-05-26,USD,EUR,0.9111617312
2020-05-26,USD,USD,1.0
2020-01-21,USD,GBP,0.7650022492
2020-01-21,USD,INR,71.196131354
2020-01-21,USD,EUR,0.8996851102
2020-01-21,USD,USD,1.0
2019-08-01,USD,GBP,0.825858476
2019-08-01,USD,INR,69.1057352541
2019-08-01,USD,EUR,0.9060433089
2019-08-01,USD,USD,1.0
2019-12-16,USD,GBP,0.7483850709
2019-12-16,USD,INR,70.9728153598
2019-12-16,USD,EUR,0.8971828459
2019-12-16,USD,USD,1.0
2020-02-25,USD,GBP,0.7714944649
2020-02-25,USD,INR,71.7011070111
2020-02-25,USD,EUR,0.9225092251
2020-02-25,USD,USD,1.0
2019-08-27,USD,GBP,0.8144362392
2019-08-27,USD,INR,71.5260266571
2019-08-27,USD,EUR,0.9005763689
2019-08-27,USD,USD,1.0
2019-09-12,USD,GBP,0.8110918544
2019-09-12,USD,INR,71.1465839642
2019-09-12,USD,EUR,0.9121590805
2019-09-12,USD,USD,1.0
2020-02-21,USD,GBP,0.773169151
2020-02-21,USD,INR,71.9877789094
2020-02-21,USD,EUR,0.9258402
2020-02-21,USD,USD,1.0
2019-10-02,USD,GBP,0.8143707094
2019-10-02,USD,INR,71.23798627
2019-10-02,USD,EUR,0.9153318078
2019-10-02,USD,USD,1.0
2020-01-27,USD,GBP,0.7651519274
2020-01-27,USD,INR,71.4217687075
2020-01-27,USD,EUR,0.9070294785
2020-01-27,USD,USD,1.0
2019-08-07,USD,GBP,0.8244331369
2019-08-07,USD,INR,70.8819853598
2019-08-07,USD,EUR,0.8926977325
2019-08-07,USD,USD,1.0
2020-03-31,USD,GBP,0.8090817817
2020-03-31,USD,INR,75.6649324571
2020-03-31,USD,EUR,0.9127418766
2020-03-31,USD,USD,1.0
2019-11-12,USD,GBP,0.7791193827
2019-11-12,USD,INR,71.6922378575
2019-11-12,USD,EUR,0.9078529278
2019-11-12,USD,USD,1.0
2020-01-22,USD,GBP,0.7615891053
2020-01-22,USD,INR,71.1277958153
2020-01-22,USD,EUR,0.9018759019
2020-01-22,USD,USD,1.0
2020-04-17,USD,GBP,0.8009023941
2020-04-17,USD,INR,76.479281768
2020-04-17,USD,EUR,0.9208103131
2020-04-17,USD,USD,1.0
2019-06-07,USD,GBP,0.7866140335
2019-06-07,USD,INR,69.486383394
2019-06-07,USD,EUR,0.8870753127
2019-06-07,USD,USD,1.0
2020-04-29,USD,GBP,0.8059214167
2020-04-29,USD,INR,75.6516325401
2020-04-29,USD,EUR,0.9223390518
2020-04-29,USD,USD,1.0
2019-09-05,USD,GBP,0.8100922409
2019-09-05,USD,INR,71.814523422
2019-09-05,USD,EUR,0.9043226623
2019-09-05,USD,USD,1.0
2019-11-07,USD,GBP,0.7803737474
2019-11-07,USD,INR,70.9117992236
2019-11-07,USD,EUR,0.9027715085
2019-11-07,USD,USD,1.0
2019-11-05,USD,GBP,0.7751642812
2019-11-05,USD,INR,70.6895310109
2019-11-05,USD,EUR,0.9001710325
2019-11-05,USD,USD,1.0
2020-04-02,USD,GBP,0.8044929397
2020-04-02,USD,INR,76.4038144141
2020-04-02,USD,EUR,0.9169264625
2020-04-02,USD,USD,1.0
2019-11-27,USD,GBP,0.7761831229
2019-11-27,USD,INR,71.3502588791
2019-11-27,USD,EUR,0.9083477155
2019-11-27,USD,USD,1.0
2019-07-08,USD,GBP,0.7991529202
2019-07-08,USD,INR,68.5648684797
2019-07-08,USD,EUR,0.8916629514
2019-07-08,USD,USD,1.0
2019-07-16,USD,GBP,0.8042412902
2019-07-16,USD,INR,68.6866256794
2019-07-16,USD,EUR,0.8910273545
2019-07-16,USD,USD,1.0
2019-07-22,USD,GBP,0.8022113241
2019-07-22,USD,INR,68.9331252786
2019-07-22,USD,EUR,0.8916629514
2019-07-22,USD,USD,1.0
2019-11-20,USD,GBP,0.7750700787
2019-11-20,USD,INR,71.8175241884
2019-11-20,USD,EUR,0.9042408898
2019-11-20,USD,USD,1.0
2020-05-28,USD,GBP,0.8145243282
2020-05-28,USD,INR,75.7657044299
2020-05-28,USD,EUR,0.9077705156
2020-05-28,USD,USD,1.0
2019-09-13,USD,GBP,0.8029289834
2019-09-13,USD,INR,70.9638608508
2019-09-13,USD,EUR,0.9012256669
2019-09-13,USD,USD,1.0
2019-02-05,USD,GBP,0.7686509673
2019-02-05,USD,INR,71.6444891885
2019-02-05,USD,EUR,0.8754267706
2019-02-05,USD,USD,1.0
2018-12-19,USD,GBP,0.7919158264
2018-12-19,USD,INR,70.2463831653
2018-12-19,USD,EUR,0.8768084174
2018-12-19,USD,USD,1.0
2018-08-27,USD,GBP,0.7767987621
2018-08-27,USD,INR,70.1650477091
2018-08-27,USD,EUR,0.8596234849
2018-08-27,USD,USD,1.0
2018-06-11,USD,GBP,0.7479219678
2018-06-11,USD,INR,67.4283290925
2018-06-11,USD,EUR,0.8481764207
2018-06-11,USD,USD,1.0
2018-10-09,USD,GBP,0.7667686926
2018-10-09,USD,INR,74.4066462615
2018-10-09,USD,EUR,0.8745080892
2018-10-09,USD,USD,1.0
2018-08-03,USD,GBP,0.76846738
2018-08-03,USD,INR,68.6158094581
2018-08-03,USD,EUR,0.8629616845
2018-08-03,USD,USD,1.0
2018-10-08,USD,GBP,0.7667712145
2018-10-08,USD,INR,74.0616832201
2018-10-08,USD,EUR,0.8712319219
2018-10-08,USD,USD,1.0
2018-12-05,USD,GBP,0.7828518584
2018-12-05,USD,INR,70.5178791615
2018-12-05,USD,EUR,0.8807468733
2018-12-05,USD,USD,1.0
2018-12-12,USD,GBP,0.7944209413
2018-12-12,USD,INR,71.9989423585
2018-12-12,USD,EUR,0.881367883
2018-12-12,USD,USD,1.0
2018-11-30,USD,GBP,0.7841183203
2018-11-30,USD,INR,69.620125011
2018-11-30,USD,EUR,0.8803591865
2018-11-30,USD,USD,1.0
2019-02-11,USD,GBP,0.7747369352
2019-02-11,USD,INR,71.1362631532
2019-02-11,USD,EUR,0.8842514811
2019-02-11,USD,USD,1.0
2019-04-03,USD,GBP,0.7594947968
2019-04-03,USD,INR,68.425242373
2019-04-03,USD,EUR,0.8894423197
2019-04-03,USD,USD,1.0
2018-12-24,USD,GBP,0.7892531557
2018-12-24,USD,INR,70.1428821879
2018-12-24,USD,EUR,0.8765778401
2018-12-24,USD,USD,1.0
2019-05-24,USD,GBP,0.7894699204
2019-05-24,USD,INR,69.5450075981
2019-05-24,USD,EUR,0.8938946992
2019-05-24,USD,USD,1.0
2019-01-10,USD,GBP,0.7839011704
2019-01-10,USD,INR,70.3948851322
2019-01-10,USD,EUR,0.8669267447
2019-01-10,USD,USD,1.0
2019-02-12,USD,GBP,0.7764252833
2019-02-12,USD,INR,70.6453611898
2019-02-12,USD,EUR,0.8852691218
2019-02-12,USD,USD,1.0
2019-03-06,USD,GBP,0.7604599735
2019-03-06,USD,INR,70.2627156126
2019-03-06,USD,EUR,0.8845643521
2019-03-06,USD,USD,1.0
2019-03-01,USD,GBP,0.7552314855
2019-03-01,USD,INR,70.8908020733
2019-03-01,USD,EUR,0.8785030308
2019-03-01,USD,USD,1.0
2019-04-09,USD,GBP,0.7655848187
2019-04-09,USD,INR,69.3340427419
2019-04-09,USD,EUR,0.8867606633
2019-04-09,USD,USD,1.0
2019-04-10,USD,GBP,0.763214824
2019-04-10,USD,INR,69.1501906197
2019-04-10,USD,EUR,0.8866034223
2019-04-10,USD,USD,1.0
2018-10-18,USD,GBP,0.7635202086
2018-10-18,USD,INR,73.6071273359
2018-10-18,USD,EUR,0.8691873099
2018-10-18,USD,USD,1.0
2019-06-04,USD,GBP,0.7892031306
2019-06-04,USD,INR,69.2582710779
2019-06-04,USD,EUR,0.8893632159
2019-06-04,USD,USD,1.0
2018-10-23,USD,GBP,0.7675814602
2018-10-23,USD,INR,73.5698728001
2018-10-23,USD,EUR,0.8712319219
2018-10-23,USD,USD,1.0
2019-05-28,USD,GBP,0.789608649
2019-05-28,USD,INR,69.6055218013
2019-05-28,USD,EUR,0.8934953538
2019-05-28,USD,USD,1.0
2018-09-18,USD,GBP,0.7605625374
2018-09-18,USD,INR,72.9768316662
2018-09-18,USD,EUR,0.854920065
2018-09-18,USD,USD,1.0
2018-12-07,USD,GBP,0.7834403307
2018-12-07,USD,INR,70.8020402779
2018-12-07,USD,EUR,0.8794301293
2018-12-07,USD,USD,1.0
2019-03-29,USD,GBP,0.7639519359
2019-03-29,USD,INR,69.1757899421
2019-03-29,USD,EUR,0.8900756564
2019-03-29,USD,USD,1.0
2018-06-14,USD,GBP,0.7475106564
2018-06-14,USD,INR,67.5980392157
2018-06-14,USD,EUR,0.852514919
2018-06-14,USD,USD,1.0
2019-03-18,USD,GBP,0.7547801568
2019-03-18,USD,INR,68.5355537933
2019-03-18,USD,EUR,0.8811349018
2019-03-18,USD,USD,1.0
2018-06-28,USD,GBP,0.7642234309
2018-06-28,USD,INR,68.7930587931
2018-06-28,USD,EUR,0.8633341967
2018-06-28,USD,USD,1.0
2018-11-29,USD,GBP,0.7827786072
2018-11-29,USD,INR,69.8489505577
2018-11-29,USD,EUR,0.8781944322
2018-11-29,USD,USD,1.0
2018-07-13,USD,GBP,0.7600103066
2018-07-13,USD,INR,68.4806321395
2018-07-13,USD,EUR,0.8588851671
2018-07-13,USD,USD,1.0
2018-12-18,USD,GBP,0.788564648
2018-12-18,USD,INR,70.5396853301
2018-12-18,USD,EUR,0.8789663356
2018-12-18,USD,USD,1.0
2019-05-30,USD,GBP,0.7919705407
2019-05-30,USD,INR,69.8863840489
2019-05-30,USD,EUR,0.8981498114
2019-05-30,USD,USD,1.0
2018-07-04,USD,GBP,0.7568115444
2018-07-04,USD,INR,68.7399072324
2018-07-04,USD,EUR,0.8589589418
2018-07-04,USD,USD,1.0
2018-10-25,USD,GBP,0.7755168185
2018-10-25,USD,INR,73.2765416959
2018-10-25,USD,EUR,0.8759635599
2018-10-25,USD,USD,1.0
2018-11-14,USD,GBP,0.7706090652
2018-11-14,USD,INR,72.303470255
2018-11-14,USD,EUR,0.8852691218
2018-11-14,USD,USD,1.0
2018-12-03,USD,GBP,0.7867102012
2018-12-03,USD,INR,70.4121073067
2018-12-03,USD,EUR,0.8824567596
2018-12-03,USD,USD,1.0
2018-10-24,USD,GBP,0.7747212222
2018-10-24,USD,INR,73.1631398718
2018-10-24,USD,EUR,0.8780402142
2018-10-24,USD,USD,1.0
2018-06-12,USD,GBP,0.7480064472
2018-06-12,USD,INR,67.442738378
2018-06-12,USD,EUR,0.8483203258
2018-06-12,USD,USD,1.0
2018-09-17,USD,GBP,0.7615028704
2018-09-17,USD,INR,72.5177791106
2018-09-17,USD,EUR,0.856824608
2018-09-17,USD,USD,1.0
2019-02-22,USD,GBP,0.7705342163
2019-02-22,USD,INR,71.1284768212
2019-02-22,USD,EUR,0.8830022075
2019-02-22,USD,USD,1.0
2019-04-15,USD,GBP,0.7628834085
2019-04-15,USD,INR,69.4249977902
2019-04-15,USD,EUR,0.8839388314
2019-04-15,USD,USD,1.0
2019-04-30,USD,GBP,0.7688357996
2019-04-30,USD,INR,69.5859333214
2019-04-30,USD,EUR,0.8914244963
2019-04-30,USD,USD,1.0
2019-05-06,USD,GBP,0.7631931422
2019-05-06,USD,INR,69.4102151978
2019-05-06,USD,EUR,0.8929368694
2019-05-06,USD,USD,1.0
2019-05-14,USD,GBP,0.772519152
2019-05-14,USD,INR,70.4057544985
2019-05-14,USD,EUR,0.8907892393
2019-05-14,USD,USD,1.0
2018-09-24,USD,GBP,0.7598573006
2018-09-24,USD,INR,72.6802853988
2018-09-24,USD,EUR,0.8494011722
2018-09-24,USD,USD,1.0
2019-04-16,USD,GBP,0.7641751437
2019-04-16,USD,INR,69.5661211853
2019-04-16,USD,EUR,0.8845643521
2019-04-16,USD,USD,1.0
2018-07-30,USD,GBP,0.7623245464
2018-07-30,USD,INR,68.6378808627
2018-07-30,USD,EUR,0.855871277
2018-07-30,USD,USD,1.0
2018-12-06,USD,GBP,0.7834552022
2018-12-06,USD,INR,70.914456876
2018-12-06,USD,EUR,0.8809796494
2018-12-06,USD,USD,1.0
2018-08-14,USD,GBP,0.7829212695
2018-08-14,USD,INR,69.9031211643
2018-08-14,USD,EUR,0.8767315448
2018-08-14,USD,USD,1.0
2018-07-26,USD,GBP,0.7584499829
2018-07-26,USD,INR,68.6650734039
2018-07-26,USD,EUR,0.8535336292
2018-07-26,USD,USD,1.0
2019-04-01,USD,GBP,0.7623531506
2019-04-01,USD,INR,69.320487718
2019-04-01,USD,EUR,0.88999644
2019-04-01,USD,USD,1.0
2018-10-02,USD,GBP,0.7714025817
2018-10-02,USD,INR,73.3778047301
2018-10-02,USD,EUR,0.8663259118
2018-10-02,USD,USD,1.0
2018-08-31,USD,GBP,0.7702343147
2018-08-31,USD,INR,71.002059909
2018-08-31,USD,EUR,0.8582954253
2018-08-31,USD,USD,1.0
2019-01-11,USD,GBP,0.7804994364
2019-01-11,USD,INR,70.5345530218
2019-01-11,USD,EUR,0.8670770832
2019-01-11,USD,USD,1.0
2018-08-21,USD,GBP,0.780212137
2018-08-21,USD,INR,69.8152495218
2018-08-21,USD,EUR,0.869414015
2018-08-21,USD,USD,1.0
2018-10-04,USD,GBP,0.7701269344
2018-10-04,USD,INR,73.5767692575
2018-10-04,USD,EUR,0.869414015
2018-10-04,USD,USD,1.0
2018-07-25,USD,GBP,0.7600940975
2018-07-25,USD,INR,68.745936698
2018-07-25,USD,EUR,0.8554319932
2018-07-25,USD,USD,1.0
2019-06-05,USD,GBP,0.7873412099
2019-06-05,USD,INR,69.332415386
2019-06-05,USD,EUR,0.8883361464
2019-06-05,USD,USD,1.0
2018-12-11,USD,GBP,0.7929343528
2018-12-11,USD,INR,71.9057034889
2018-12-11,USD,EUR,0.8788118464
2018-12-11,USD,USD,1.0
2019-06-03,USD,GBP,0.7922932499
2019-06-03,USD,INR,69.2641931158
2019-06-03,USD,EUR,0.8940545373
2019-06-03,USD,USD,1.0
2019-01-25,USD,GBP,0.7630883131
2019-01-25,USD,INR,71.0682178741
2019-01-25,USD,EUR,0.881367883
2019-01-25,USD,USD,1.0
2018-06-22,USD,GBP,0.7526013049
2018-06-22,USD,INR,67.8485576923
2018-06-22,USD,EUR,0.8585164835
2018-06-22,USD,USD,1.0
2018-10-29,USD,GBP,0.7801423425
2018-10-29,USD,INR,73.4201739742
2018-10-29,USD,EUR,0.8786574115
2018-10-29,USD,USD,1.0
2018-07-10,USD,GBP,0.7541876547
2018-07-10,USD,INR,68.8269444207
2018-07-10,USD,EUR,0.8537522411
2018-07-10,USD,USD,1.0
2019-03-21,USD,GBP,0.7609554755
2019-03-21,USD,INR,68.5619566172
2019-03-21,USD,EUR,0.8781944322
2019-03-21,USD,USD,1.0
2019-01-09,USD,GBP,0.7849236141
2019-01-09,USD,INR,70.3941510258
2019-01-09,USD,EUR,0.8729812309
2019-01-09,USD,USD,1.0
2019-04-04,USD,GBP,0.761369106
2019-04-04,USD,INR,69.1621356627
2019-04-04,USD,EUR,0.8913450397
2019-04-04,USD,USD,1.0
2019-04-02,USD,GBP,0.7678571429
2019-04-02,USD,INR,68.753125
2019-04-02,USD,EUR,0.8928571429
2019-04-02,USD,USD,1.0
2018-08-28,USD,GBP,0.7743808711
2018-08-28,USD,INR,70.1080273271
2018-08-28,USD,EUR,0.853970965
2018-08-28,USD,USD,1.0
2019-03-26,USD,GBP,0.7557346559
2019-03-26,USD,INR,68.8650252413
2019-03-26,USD,EUR,0.885661146
2019-03-26,USD,USD,1.0
2019-01-16,USD,GBP,0.7778558258
2019-01-16,USD,INR,71.1260865748
2019-01-16,USD,EUR,0.8780402142
2019-01-16,USD,USD,1.0
2019-02-21,USD,GBP,0.7645323234
2019-02-21,USD,INR,71.1145851682
2019-02-21,USD,EUR,0.8807468733
2019-02-21,USD,USD,1.0
2018-06-15,USD,GBP,0.7530182822
2018-06-15,USD,INR,68.0152638841
2018-06-15,USD,EUR,0.8623663332
2018-06-15,USD,USD,1.0
2019-03-20,USD,GBP,0.7599084023
2019-03-20,USD,INR,68.818037696
2019-03-20,USD,EUR,0.8807468733
2019-03-20,USD,USD,1.0
2019-02-26,USD,GBP,0.7574597307
2019-02-26,USD,INR,71.167150779
2019-02-26,USD,EUR,0.8802042074
2019-02-26,USD,USD,1.0
2018-11-26,USD,GBP,0.7783155857
2018-11-26,USD,INR,70.8778491596
2018-11-26,USD,EUR,0.8800492828
2018-11-26,USD,USD,1.0
2018-09-12,USD,GBP,0.7684764782
2018-09-12,USD,INR,72.2231333621
2018-09-12,USD,EUR,0.8631851532
2018-09-12,USD,USD,1.0
2019-02-07,USD,GBP,0.7734684883
2019-02-07,USD,INR,71.4724548259
2019-02-07,USD,EUR,0.8814455707
2019-02-07,USD,USD,1.0
2018-12-21,USD,GBP,0.790388996
2018-12-21,USD,INR,70.124408621
2018-12-21,USD,EUR,0.8761170492
2018-12-21,USD,USD,1.0
2019-02-15,USD,GBP,0.7809769094
2019-02-15,USD,INR,71.3685612789
2019-02-15,USD,EUR,0.8880994671
2019-02-15,USD,USD,1.0
2019-01-22,USD,GBP,0.7750572485
2019-01-22,USD,INR,71.3810110974
2019-01-22,USD,EUR,0.8807468733
2019-01-22,USD,USD,1.0
2019-03-13,USD,GBP,0.7597982836
2019-03-13,USD,INR,69.5939131204
2019-03-13,USD,EUR,0.8847208706
2019-03-13,USD,USD,1.0
2018-07-02,USD,GBP,0.7616633731
2018-07-02,USD,INR,68.7949995704
2018-07-02,USD,EUR,0.859180342
2018-07-02,USD,USD,1.0
2018-06-29,USD,GBP,0.7600360268
2018-06-29,USD,INR,68.4620003431
2018-06-29,USD,EUR,0.8577800652
2018-06-29,USD,USD,1.0
2018-11-21,USD,GBP,0.7810325182
2018-11-21,USD,INR,71.3051100009
2018-11-21,USD,EUR,0.876501008
2018-11-21,USD,USD,1.0
2018-11-07,USD,GBP,0.7608862192
2018-11-07,USD,INR,72.499347088
2018-11-07,USD,EUR,0.8705493166
2018-11-07,USD,USD,1.0
2018-08-23,USD,GBP,0.7762155627
2018-08-23,USD,INR,70.1109767683
2018-08-23,USD,EUR,0.863632438
2018-08-23,USD,USD,1.0
2019-05-16,USD,GBP,0.780710524
2019-05-16,USD,INR,70.0428456663
2019-05-16,USD,EUR,0.8926180487
2019-05-16,USD,USD,1.0
2018-08-13,USD,GBP,0.7833903359
2018-08-13,USD,INR,70.017100763
2018-08-13,USD,EUR,0.8769622029
2018-08-13,USD,USD,1.0
2018-11-12,USD,GBP,0.7773013759
2018-11-12,USD,INR,72.8900133156
2018-11-12,USD,EUR,0.8877052818
2018-11-12,USD,USD,1.0
2018-11-09,USD,GBP,0.7672571831
2018-11-09,USD,INR,72.5048475234
2018-11-09,USD,EUR,0.881367883
2018-11-09,USD,USD,1.0
2018-08-16,USD,GBP,0.7871416007
2018-08-16,USD,INR,70.1908531223
2018-08-16,USD,EUR,0.8795074758
2018-08-16,USD,USD,1.0
2019-03-19,USD,GBP,0.7531959852
2019-03-19,USD,INR,68.9830956154
2019-03-19,USD,EUR,0.8804366966
2019-03-19,USD,USD,1.0
2018-06-06,USD,GBP,0.7452868678
2018-06-06,USD,INR,66.9196770081
2018-06-06,USD,EUR,0.8499787505
2018-06-06,USD,USD,1.0
2018-12-17,USD,GBP,0.7926108809
2018-12-17,USD,INR,71.6100872939
2018-12-17,USD,EUR,0.8817564589
2018-12-17,USD,USD,1.0
2019-05-09,USD,GBP,0.7694094523
2019-05-09,USD,INR,69.9932993835
2019-05-09,USD,EUR,0.8934155276
2019-05-09,USD,USD,1.0
2019-05-20,USD,GBP,0.7846332945
2019-05-20,USD,INR,69.6570251634
2019-05-20,USD,EUR,0.8954956568
2019-05-20,USD,USD,1.0
